"Data","Ultimo","Apertura","Massimo","Minimo","Var. %"
"12.08.2013","96,91","96,19","96,93","95,92","0,72"
"09.08.2013","96,22","96,69","96,96","96,11","-0,53"
"08.08.2013","96,73","96,31","96,93","95,79","0,42"
"07.08.2013","96,33","97,72","97,80","96,30","-1,45"
"06.08.2013","97,75","98,27","98,58","97,51","-0,57"
"05.08.2013","98,31","98,88","99,15","98,16","-0,67"
"02.08.2013","98,97","99,53","99,94","98,65","-0,58"
"01.08.2013","99,55","97,86","99,57","97,63","1,71"
"31.07.2013","97,88","98,03","98,52","97,56","-0,15"
"30.07.2013","98,03","97,93","98,46","97,74","0,08"
"29.07.2013","97,95","98,08","98,33","97,61","-0,34"
"26.07.2013","98,28","99,27","99,41","97,94","-1,03"
"25.07.2013","99,30","100,23","100,45","98,88","-0,95"
"24.07.2013","100,25","99,41","100,43","99,37","0,82"
"23.07.2013","99,43","99,65","100,18","99,13","-0,24"
"22.07.2013","99,67","100,70","100,71","99,28","-0,97"
"19.07.2013","100,65","100,40","100,86","99,83","0,23"
"18.07.2013","100,42","99,58","100,65","99,45","0,84"
"17.07.2013","99,58","99,07","99,93","99,04","0,49"
"16.07.2013","99,09","99,85","100,07","98,88","-0,77"
"15.07.2013","99,86","99,30","100,48","99,06","0,65"
"12.07.2013","99,22","98,94","99,69","98,66","0,26"
"11.07.2013","98,96","99,65","99,86","98,27","-0,71"
"10.07.2013","99,67","101,13","101,21","99,41","-1,47"
"09.07.2013","101,16","100,94","101,29","100,75","0,19"
"08.07.2013","100,97","101,17","101,53","100,77","-0,23"
"05.07.2013","101,20","100,03","101,22","99,86","1,15"
"04.07.2013","100,05","99,89","100,15","99,47","0,13"
"03.07.2013","99,92","100,61","100,85","99,24","-0,71"
"02.07.2013","100,63","99,64","100,72","99,48","0,96"
"01.07.2013","99,67","99,25","99,86","99,16","0,53"
"28.06.2013","99,14","98,33","99,45","98,33","0,79"
"27.06.2013","98,36","97,72","98,57","97,54","0,62"
"26.06.2013","97,75","97,78","98,23","97,24","-0,06"
"25.06.2013","97,81","97,70","98,05","96,96","0,08"
"24.06.2013","97,73","97,84","98,70","97,21","-0,17"
"21.06.2013","97,90","97,26","98,13","96,84","0,64"
"20.06.2013","97,28","96,45","98,28","96,19","0,84"
"19.06.2013","96,47","95,31","97,01","94,81","1,20"
"18.06.2013","95,33","94,49","95,76","94,43","0,87"
"17.06.2013","94,51","94,10","95,21","94,08","0,46"
"14.06.2013","94,08","95,35","95,81","93,99","-1,36"
"13.06.2013","95,38","96,01","96,08","93,78","-0,68"
"12.06.2013","96,03","96,01","97,02","95,13","0,00"
"11.06.2013","96,03","98,76","99,04","95,60","-2,77"
"10.06.2013","98,77","97,50","99,28","97,40","1,25"
"07.06.2013","97,55","96,98","97,75","95,02","0,61"
"06.06.2013","96,96","99,03","99,47","95,96","-2,12"
"05.06.2013","99,06","100,00","100,43","98,95","-0,97"
"04.06.2013","100,03","99,52","100,41","99,30","0,50"
"03.06.2013","99,53","100,35","100,72","98,86","-0,95"
"31.05.2013","100,48","100,71","101,27","100,23","-0,25"
"30.05.2013","100,73","101,13","101,80","100,45","-0,43"
"29.05.2013","101,16","102,34","102,52","100,71","-1,19"
"28.05.2013","102,38","100,93","102,50","100,90","1,43"
"27.05.2013","100,94","101,30","101,66","100,72","-0,35"
"24.05.2013","101,29","102,01","102,58","100,68","-0,73"
"23.05.2013","102,03","103,13","103,56","100,82","-1,10"
"22.05.2013","103,16","102,47","103,73","102,33","0,64"
"21.05.2013","102,50","102,24","102,88","102,06","0,22"
"20.05.2013","102,27","102,94","103,09","102,16","-0,91"
"17.05.2013","103,21","102,23","103,30","102,05","0,94"
"16.05.2013","102,25","102,21","102,68","101,82","0,02"
"15.05.2013","102,23","102,34","102,76","101,86","-0,13"
"14.05.2013","102,36","101,79","102,40","101,24","0,52"
"13.05.2013","101,83","101,84","102,14","101,49","0,22"
"10.05.2013","101,61","100,56","101,98","100,52","0,99"
"09.05.2013","100,61","98,99","100,79","98,62","1,63"
"08.05.2013","99,00","98,99","99,15","98,57","-0,02"
"07.05.2013","99,02","99,33","99,43","98,82","-0,32"
"06.05.2013","99,34","99,06","99,45","99,00","0,31"
"03.05.2013","99,03","97,91","99,26","97,87","1,08"
"02.05.2013","97,97","97,37","98,39","97,06","0,60"
"01.05.2013","97,39","97,42","97,67","97,03","-0,03"
"30.04.2013","97,42","97,76","98,12","97,01","-0,36"
"29.04.2013","97,77","98,03","98,20","97,33","-0,29"
"26.04.2013","98,05","99,23","99,41","97,54","-1,21"
"25.04.2013","99,25","99,47","99,56","98,95","-0,23"
"24.04.2013","99,48","99,47","99,76","99,18","0,01"
"23.04.2013","99,47","99,22","99,52","98,47","0,25"
"22.04.2013","99,22","99,75","99,88","99,02","-0,30"
"19.04.2013","99,52","98,14","99,68","98,08","1,38"
"18.04.2013","98,17","98,09","98,52","97,62","0,06"
"17.04.2013","98,11","97,53","98,43","97,19","0,58"
"16.04.2013","97,54","96,74","98,15","95,93","0,79"
"15.04.2013","96,78","97,78","98,70","96,34","-1,65"
"12.04.2013","98,40","99,67","99,80","98,09","-1,28"
"11.04.2013","99,68","99,77","99,94","99,10","-0,10"
"10.04.2013","99,78","99,00","99,87","98,88","0,76"
"09.04.2013","99,03","99,34","99,66","98,58","-0,33"
"08.04.2013","99,36","97,84","99,38","97,83","1,88"
"05.04.2013","97,53","96,32","97,83","95,80","1,24"
"04.04.2013","96,34","93,03","96,41","92,72","3,52"
"03.04.2013","93,06","93,42","93,69","92,69","-0,41"
"02.04.2013","93,44","93,21","93,56","92,54","0,23"
"01.04.2013","93,23","94,18","94,37","93,16","-1,05"
"29.03.2013","94,22","94,13","94,30","93,96","0,08"
"28.03.2013","94,14","94,42","94,49","93,85","-0,32"
"27.03.2013","94,44","94,44","94,91","94,02","0,00"
"26.03.2013","94,44","94,15","94,61","93,85","0,29"
"25.03.2013","94,17","94,31","94,96","93,53","-0,37"
"22.03.2013","94,52","94,90","95,13","94,18","-0,39"
"21.03.2013","94,89","95,99","96,11","94,56","-1,19"
"20.03.2013","96,03","95,16","96,13","94,81","0,91"
"19.03.2013","95,16","95,20","95,74","94,71","-0,06"
"18.03.2013","95,22","94,10","95,60","94,03","-0,06"
"15.03.2013","95,28","96,08","96,27","95,06","-0,86"
"14.03.2013","96,11","96,11","96,59","95,66","0,00"
"13.03.2013","96,11","96,08","96,25","95,43","0,03"
"12.03.2013","96,08","96,26","96,71","95,62","-0,21"
"11.03.2013","96,28","95,95","96,36","95,90","0,26"
"08.03.2013","96,03","94,79","96,54","94,76","1,27"
"07.03.2013","94,83","94,04","95,06","93,77","0,80"
"06.03.2013","94,08","93,28","94,11","92,98","0,85"
"05.03.2013","93,29","93,46","93,54","92,89","-0,20"
"04.03.2013","93,48","93,56","93,72","93,15","-0,12"
"01.03.2013","93,59","92,54","93,68","92,41","1,11"
"28.02.2013","92,56","92,20","92,85","91,98","0,36"
"27.02.2013","92,23","91,95","92,43","91,12","0,27"
"26.02.2013","91,98","91,80","92,74","91,13","0,19"
"25.02.2013","91,81","93,96","94,76","90,92","-1,71"
"22.02.2013","93,41","93,08","93,50","92,90","0,32"
"21.02.2013","93,11","93,53","93,86","92,76","-0,48"
"20.02.2013","93,56","93,57","94,02","93,11","-0,02"
"19.02.2013","93,58","93,95","93,96","93,27","-0,39"
"18.02.2013","93,95","93,65","94,20","93,60","0,46"
"15.02.2013","93,52","92,86","93,84","92,21","0,69"
"14.02.2013","92,88","93,36","93,71","92,65","-0,55"
"13.02.2013","93,39","93,46","93,78","92,80","-0,09"
"12.02.2013","93,47","94,30","94,40","92,96","-0,91"
"11.02.2013","94,33","92,83","94,42","92,34","1,77"
"08.02.2013","92,69","93,61","93,74","92,15","-1,00"
"07.02.2013","93,63","93,62","93,91","93,06","-0,01"
"06.02.2013","93,64","93,61","94,06","93,26","0,01"
"05.02.2013","93,63","92,36","93,65","91,96","1,35"
"04.02.2013","92,38","92,82","93,18","92,18","-0,37"
"01.02.2013","92,72","91,69","92,96","91,59","1,09"
"31.01.2013","91,72","91,07","91,77","90,71","0,70"
"30.01.2013","91,08","90,73","91,40","90,64","0,39"
"29.01.2013","90,73","90,83","91,01","90,30","-0,13"
"28.01.2013","90,85","90,90","91,25","90,53","-0,08"
"25.01.2013","90,92","90,30","91,19","90,26","0,65"
"24.01.2013","90,33","88,60","90,54","88,40","1,94"
"23.01.2013","88,61","88,69","88,79","88,03","-0,11"
"22.01.2013","88,71","89,58","90,06","88,35","-1,00"
"21.01.2013","89,61","89,96","90,25","89,32","-0,52"
"18.01.2013","90,08","89,85","90,18","89,61","0,22"
"17.01.2013","89,88","88,36","90,10","88,11","1,69"
"16.01.2013","88,39","88,80","88,87","87,77","-0,45"
"15.01.2013","88,79","89,46","89,63","88,27","-0,76"
"14.01.2013","89,47","89,24","89,67","89,05","0,33"
"11.01.2013","89,18","88,78","89,44","88,66","0,45"
"10.01.2013","88,78","87,86","88,78","87,84","1,02"
"09.01.2013","87,88","87,03","88,01","86,81","0,95"
"08.01.2013","87,05","87,75","87,82","86,88","-0,83"
"07.01.2013","87,78","88,17","88,37","87,60","-0,42"
"04.01.2013","88,15","87,21","88,40","87,21","1,05"
"03.01.2013","87,23","87,32","87,36","86,74","-0,13"
"02.01.2013","87,34","86,67","87,34","86,51","0,75"
"01.01.2013","86,69","86,72","86,79","86,53","-0,07"
"31.12.2012","86,75","85,78","86,79","85,68","0,85"
"28.12.2012","86,02","86,09","86,63","85,92","-0,09"
"27.12.2012","86,10","85,62","86,15","85,45","0,54"
"26.12.2012","85,64","84,75","85,70","84,72","1,05"
"25.12.2012","84,75","84,94","84,95","84,59","-0,22"
"24.12.2012","84,94","84,21","84,94","84,20","0,84"
"21.12.2012","84,23","84,36","84,44","83,83","-0,18"
"20.12.2012","84,38","84,40","84,45","83,83","-0,04"
"19.12.2012","84,41","84,20","84,61","84,14","0,25"
"18.12.2012","84,20","83,86","84,27","83,79","0,37"
"17.12.2012","83,89","84,35","84,48","83,58","0,49"
"14.12.2012","83,48","83,64","83,96","83,30","-0,19"
"13.12.2012","83,64","83,24","83,67","83,10","0,47"
"12.12.2012","83,25","82,51","83,29","82,45","0,88"
"11.12.2012","82,52","82,33","82,57","82,27","0,19"
"10.12.2012","82,36","82,35","82,63","82,09","-0,15"
"07.12.2012","82,48","82,39","82,82","82,15","0,08"
"06.12.2012","82,41","82,46","82,61","82,18","-0,07"
"05.12.2012","82,47","81,87","82,48","81,76","0,71"
"04.12.2012","81,89","82,23","82,26","81,69","-0,44"
"03.12.2012","82,25","82,35","82,50","81,97","-0,28"
"30.11.2012","82,48","82,10","82,74","82,02","0,44"
"29.11.2012","82,12","82,07","82,21","81,89","0,06"
"28.11.2012","82,07","82,12","82,21","81,67","-0,09"
"27.11.2012","82,14","82,05","82,31","81,83","0,09"
"26.11.2012","82,07","82,39","82,62","81,90","-0,42"
"23.11.2012","82,42","82,45","82,48","82,05","-0,06"
"22.11.2012","82,47","82,51","82,82","82,25","-0,07"
"21.11.2012","82,53","81,67","82,55","81,63","1,05"
"20.11.2012","81,67","81,41","81,75","81,11","0,31"
"19.11.2012","81,42","81,26","81,56","81,06","0,15"
"16.11.2012","81,30","81,14","81,44","80,87","0,17"
"15.11.2012","81,16","80,22","81,45","80,11","1,13"
"14.11.2012","80,25","79,38","80,30","79,36","1,08"
"13.11.2012","79,39","79,49","79,64","79,18","-0,14"
"12.11.2012","79,50","79,46","79,56","79,34","0,00"
"09.11.2012","79,50","79,45","79,60","79,06","0,04"
"08.11.2012","79,47","79,98","80,00","79,31","-0,66"
"07.11.2012","80,00","80,35","80,40","79,76","-0,45"
"06.11.2012","80,36","80,28","80,44","79,95","0,09"
"05.11.2012","80,29","80,27","80,56","80,12","-0,22"
"02.11.2012","80,47","80,12","80,67","80,10","0,41"
"01.11.2012","80,14","79,76","80,20","79,75","0,46"
"31.10.2012","79,77","79,60","79,95","79,49","0,16"
"30.10.2012","79,64","79,78","79,99","79,25","-0,21"
"29.10.2012","79,81","79,63","79,84","79,51","0,20"
"26.10.2012","79,65","80,29","80,36","79,48","-0,81"
"25.10.2012","80,30","79,78","80,34","79,74","0,61"
"24.10.2012","79,81","79,84","79,91","79,68","-0,06"
"23.10.2012","79,86","79,94","79,99","79,69","-0,10"
"22.10.2012","79,94","79,30","79,96","79,19","0,78"
"19.10.2012","79,32","79,26","79,43","79,11","0,05"
"18.10.2012","79,28","78,91","79,45","78,90","0,43"
"17.10.2012","78,94","78,88","79,04","78,59","0,06"
"16.10.2012","78,89","78,62","78,96","78,61","0,32"
"15.10.2012","78,64","78,39","78,86","78,30","0,25"
"12.10.2012","78,44","78,31","78,53","78,27","0,14"
"11.10.2012","78,33","78,18","78,58","77,92","0,18"
"10.10.2012","78,19","78,25","78,37","78,11","-0,08"
"09.10.2012","78,25","78,32","78,43","78,14","-0,10"
"08.10.2012","78,33","78,66","78,76","78,06","-0,43"
"05.10.2012","78,67","78,46","78,87","78,26","0,24"
"04.10.2012","78,48","78,48","78,71","78,29","-0,03"
"03.10.2012","78,50","78,14","78,58","78,11","0,44"
"02.10.2012","78,16","77,98","78,21","77,95","0,21"
"01.10.2012","78,00","77,89","78,14","77,77","0,10"
"28.09.2012","77,92","77,57","78,10","77,41","0,40"
"27.09.2012","77,61","77,73","77,75","77,55","-0,18"
"26.09.2012","77,75","77,78","77,88","77,57","-0,06"
"25.09.2012","77,80","77,85","77,92","77,64","-0,08"
"24.09.2012","77,86","78,15","78,17","77,79","-0,40"
"21.09.2012","78,17","78,23","78,37","78,08","-0,10"
"20.09.2012","78,25","78,36","78,46","78,00","-0,17"
"19.09.2012","78,38","78,80","79,21","78,24","-0,56"
"18.09.2012","78,82","78,70","78,87","78,49","0,15"
"17.09.2012","78,70","78,37","78,92","78,14","0,40"
"14.09.2012","78,39","77,47","78,39","77,44","1,16"
"13.09.2012","77,49","77,83","77,87","77,11","-0,46"
"12.09.2012","77,85","77,76","77,96","77,71","0,10"
"11.09.2012","77,77","78,27","78,28","77,67","-0,65"
"10.09.2012","78,28","78,22","78,33","78,15","0,01"
"07.09.2012","78,27","78,85","79,01","78,00","-0,75"
"06.09.2012","78,86","78,36","79,02","78,36","0,60"
"05.09.2012","78,39","78,39","78,53","78,29","-0,04"
"04.09.2012","78,42","78,24","78,46","78,23","0,20"
"03.09.2012","78,26","78,37","78,39","78,18","-0,17"
"31.08.2012","78,39","78,60","78,65","78,18","-0,29"
"30.08.2012","78,62","78,68","78,74","78,46","-0,10"
"29.08.2012","78,70","78,49","78,78","78,46","0,24"
"28.08.2012","78,51","78,74","78,77","78,43","-0,30"
"27.08.2012","78,75","78,64","78,84","78,61","0,10"
"24.08.2012","78,67","78,46","78,72","78,43","0,24"
"23.08.2012","78,48","78,56","78,69","78,34","-0,13"
"22.08.2012","78,58","79,26","79,36","78,33","-0,88"
"21.08.2012","79,28","79,40","79,52","79,20","-0,18"
"20.08.2012","79,42","79,48","79,66","79,30","-0,18"
"17.08.2012","79,56","79,31","79,57","79,20","0,28"
"16.08.2012","79,34","78,99","79,39","78,89","0,43"
"15.08.2012","79,00","78,72","79,04","78,57","0,34"
"14.08.2012","78,73","78,30","78,93","78,28","0,52"
"13.08.2012","78,32","78,22","78,37","78,14","0,05"
"10.08.2012","78,28","78,55","78,64","78,14","-0,36"
"09.08.2012","78,56","78,41","78,79","78,27","0,18"
"08.08.2012","78,42","78,59","78,65","78,21","-0,24"
"07.08.2012","78,61","78,24","78,73","78,12","0,46"
"06.08.2012","78,25","78,46","78,63","78,13","-0,29"
"03.08.2012","78,48","78,23","78,77","78,03","0,32"
"02.08.2012","78,23","78,44","78,53","78,11","-0,27"
"01.08.2012","78,44","78,10","78,50","77,91","0,40"
"31.07.2012","78,13","78,17","78,30","78,02","-0,06"
"30.07.2012","78,18","78,44","78,54","78,10","-0,31"
"27.07.2012","78,42","78,21","78,67","78,05","0,26"
"26.07.2012","78,22","78,15","78,31","78,01","0,06"
"25.07.2012","78,17","78,16","78,27","78,04","-0,03"
"24.07.2012","78,19","78,37","78,38","78,08","-0,26"
"23.07.2012","78,39","78,43","78,52","77,95","-0,13"
"20.07.2012","78,49","78,57","78,80","78,42","-0,13"
"19.07.2012","78,59","78,78","78,82","78,42","-0,28"
"18.07.2012","78,81","79,03","79,14","78,74","-0,33"
"17.07.2012","79,07","78,85","79,17","78,77","0,27"
"16.07.2012","78,86","79,23","79,28","78,67","-0,45"
"13.07.2012","79,22","79,27","79,39","79,07","-0,10"
"12.07.2012","79,30","79,72","79,94","79,16","-0,56"
"11.07.2012","79,75","79,40","79,78","79,11","0,39"
"10.07.2012","79,44","79,54","79,59","79,18","-0,18"
"09.07.2012","79,58","79,65","79,74","79,41","-0,11"
"06.07.2012","79,67","79,91","80,01","79,48","-0,28"
"05.07.2012","79,89","79,86","80,09","79,54","0,06"
"04.07.2012","79,84","79,80","79,89","79,56","0,00"
"03.07.2012","79,84","79,48","79,93","79,40","0,43"
"02.07.2012","79,50","79,89","79,96","79,29","-0,39"
"29.06.2012","79,81","79,41","79,99","79,14","0,45"
"28.06.2012","79,45","79,67","79,75","79,21","-0,33"
"27.06.2012","79,71","79,50","79,87","79,32","0,26"
"26.06.2012","79,50","79,61","79,78","79,22","-0,21"
"25.06.2012","79,67","80,46","80,59","79,41","-0,93"
"22.06.2012","80,42","80,21","80,56","79,99","0,19"
"21.06.2012","80,27","79,45","80,33","79,36","0,94"
"20.06.2012","79,52","78,99","79,67","78,77","0,73"
"19.06.2012","78,94","79,10","79,11","78,83","-0,23"
"18.06.2012","79,12","78,90","79,29","78,84","0,51"
"15.06.2012","78,72","79,39","79,51","78,59","-0,84"
"14.06.2012","79,39","79,41","79,47","79,14","-0,03"
"13.06.2012","79,41","79,54","79,74","79,27","-0,16"
"12.06.2012","79,54","79,39","79,68","79,13","0,15"
"11.06.2012","79,42","79,55","79,71","79,34","-0,09"
"08.06.2012","79,49","79,66","79,75","79,09","-0,19"
"07.06.2012","79,64","79,22","79,78","79,18","0,52"
"06.06.2012","79,23","78,71","79,26","78,58","0,58"
"05.06.2012","78,77","78,31","78,84","78,09","0,55"
"04.06.2012","78,34","78,07","78,41","77,96","0,41"
"01.06.2012","78,02","78,35","78,64","77,65","-0,43"
"31.05.2012","78,36","79,08","79,13","78,20","-0,92"
"30.05.2012","79,09","79,52","79,56","78,85","-0,54"
"29.05.2012","79,52","79,45","79,63","79,36","0,06"
"28.05.2012","79,47","79,66","79,66","79,31","-0,26"
"25.05.2012","79,68","79,56","79,81","79,47","0,14"
"24.05.2012","79,57","79,46","79,63","79,31","0,13"
"23.05.2012","79,47","79,95","80,07","79,20","-0,64"
"22.05.2012","79,98","79,28","80,14","79,25","0,84"
"21.05.2012","79,31","79,17","79,45","79,08","0,35"
"18.05.2012","79,03","79,32","79,45","78,97","-0,40"
"17.05.2012","79,35","80,30","80,39","79,12","-1,20"
"16.05.2012","80,31","80,18","80,55","80,17","0,15"
"15.05.2012","80,19","79,83","80,33","79,78","0,36"
"14.05.2012","79,90","79,95","80,18","79,66","-0,08"
"11.05.2012","79,96","79,86","80,00","79,71","0,05"
"10.05.2012","79,92","79,65","80,02","79,58","0,35"
"09.05.2012","79,64","79,89","79,93","79,41","-0,30"
"08.05.2012","79,88","79,88","80,07","79,68","-0,04"
"07.05.2012","79,91","79,75","79,99","79,64","0,08"
"04.05.2012","79,85","80,17","80,35","79,78","-0,47"
"03.05.2012","80,23","80,14","80,55","80,11","0,12"
"02.05.2012","80,14","80,23","80,61","80,06","-0,11"
"01.05.2012","80,23","79,94","80,30","79,64","0,36"
"30.04.2012","79,94","80,36","80,37","79,74","-0,41"
"27.04.2012","80,27","81,07","81,44","80,22","-0,99"
"26.04.2012","81,07","81,32","81,42","80,67","-0,31"
"25.04.2012","81,32","81,40","81,69","81,08","-0,10"
"24.04.2012","81,40","81,09","81,44","80,86","0,38"
"23.04.2012","81,09","81,60","81,60","80,97","-0,53"
"20.04.2012","81,52","81,63","81,78","81,48","-0,13"
"19.04.2012","81,63","81,32","81,74","81,27","0,38"
"18.04.2012","81,32","81,07","81,56","81,01","0,31"
"17.04.2012","81,06","80,41","81,11","80,37","0,82"
"16.04.2012","80,41","80,92","81,00","80,30","-0,63"
"13.04.2012","80,92","80,95","81,19","80,83","-0,03"
"12.04.2012","80,94","81,00","81,13","80,74","-0,07"
"11.04.2012","81,00","80,68","81,12","80,59","0,40"
"10.04.2012","80,68","81,65","81,86","80,65","-1,18"
"09.04.2012","81,64","81,30","81,67","81,23","0,00"
"06.04.2012","81,64","82,22","82,56","81,33","-0,70"
"05.04.2012","82,21","82,42","82,45","81,83","-0,27"
"04.04.2012","82,44","82,85","82,94","82,10","-0,49"
